,기사작성일,기사제목,주가변동
654,2021.02.02,"한진선, 카카오 가족의 든든한 후원 받는다",1
655,2021.02.02,"'스톡옵션 돈방석' 카카오에…네이버, 31억원대 '주식 보너스' 맞불",1
656,2021.02.02,"활짝 열린 민간인증… 카카오·통신사·NHN 경쟁 후끈, 여러 인증서 사용 땐 고유 비밀번호 설정 필수",1
657,2021.02.02,"김구라, 카카오TV 예능 '맛집의 옆집' 진행",1
658,2021.02.02,"카카오 T, MaaS형 기차 예매서비스 시작",1
659,2021.02.02,"[HI★초점] 아이유 빠진 스포티파이, 카카오M 잡을까",1
660,2021.02.02,"""사회적 책임 강화"" 강조 카카오, 중소기업 베끼기 논란",1
661,2021.02.02,"“신용점수 어디서 볼까?”… 네이버는 NICE, 카카오·토스는 KCB",1
662,2021.02.02,"당진시보건소, 정신건강 카카오톡 채널 오픈 댓글 이벤트",1
663,2021.02.02,"홍성군, 카카오톡 민원상담 챗봇 활용 스마트 민원서비스 제공",1
664,2021.02.02,"활짝 열린 민간인증… 카카오·통신사·NHN 경쟁 후끈, 여러 인증서 사용 땐 고유 비밀번호 설정 필수",1
665,2021.02.02,"전자담배 하카코리아, 공식 카카오 채널 오픈…이커머스 채널 강화",1
666,2021.02.02,"카카오, 제주지역 골프장 인수? 묘산봉 관광단지 개발사업 '시끌'",1
667,2021.02.02,엔터테인먼트 사업 강화하는 '네이버·카카오',1
668,2021.02.02,"카카오뱅크, 올해 하반기 IPO 추진",1
669,2021.02.02,"대성쎌틱, '카카오톡 챗봇' 보일러 상담서비스 호평",1
670,2021.02.02,"윤호영 대표 ""중금리 대출하면 카카오뱅크 떠올리게 할 것""",1
671,2021.02.02,"""콘텐츠 확보 사활""…네이버 외부수혈 vs 카카오 내부합병",1
672,2021.02.02,뉴질지수 상승 인터넷 관련주 모두 상승...네이버·카카오·더존비즈온,1
673,2021.02.02,"네이버·카카오, 수시채용은 기본…인재확보 위해 스타트업 통째 인수",1
674,2021.02.02,카카오게임즈 '엘리온' 3일 전장의 학살자 슬레이어 등장,1
675,2021.02.02,카카오 키즈폰 리틀프렌즈폰4 무료개통 6개월 요금지원,1
676,2021.02.02,‘이익공유제’ 속끓는 네이버·카카오,1
677,2021.02.02,마침내 서비스 시작한 스포티파이 한국판에는 무료 기능이 제외됐다. 카카오M 등 대형 유통사 음원도 못 듣는다,1
678,2021.02.02,[레이더M] '10조 몸값' 카카오페이 상장 공동 주관에 대신증권 합류,1
679,2021.02.02,"[특징주]예스24, 카카오뱅크 하반기 IPO 추진 소식에 강세",1
680,2021.02.02,"코스피, 개인 순매수 상위 종목 톱...'삼성전자-삼성전자우-카카오'",1
681,2021.02.02,페루관광청 B2B 전용 카카오톡 채널 오픈,1
682,2021.02.02,"카카오뱅크 작년 순이익 급증, 이자수익 늘고 수수료부문도 흑자",1
683,2021.02.02,2월부터 '네이버‧카카오T' 앱에서 KTX 승차권 바로예약,1
684,2021.02.02,"카카오뱅크, 2차 마이데이터 예비허가 신청한다",1
685,2021.02.02,“호랑이 키웠다”…카카오뱅크 성장에 딜레마 빠진 금융지주,1
686,2021.02.02,"[더벨]대신증권, 카카오페이 IPO 주관사 합류…빅딜 '겹경사'",1
687,2021.02.02,"'카카오게임즈 최대 주주' 넵튠, 장 초반 상승세",1
688,2021.02.02,"청양소방서,전국 최초 카카오톡 구급119 상담 서비스 시행",1
689,2021.02.02,"카카오뱅크, 출범 4년만에 중금리 확대 전략…왜?",1
690,2021.02.02,"윤호영 카카오뱅크 대표 “IPO, 올 상반기 어려워…트래픽·트랜잭션이 관건”",1
691,2021.02.02,시크릿데이 생리대 슈퍼롱430 카카오 쇼핑하기에서 베스트 1위,1
692,2021.02.02,"코스닥, 외국인 순매수 상위 종목 톱...'셀트리온헬스케어-에이치앨비-카카오게임즈'",1
693,2021.02.02,[기업·기관 토익 점수] 아모레퍼시픽·포스코·카카오 등 대기업 취업에 필요한 토익 점수와 시험 정보 확인,1
694,2021.02.02,"스포티파이(Spotify), 2일 기습적 한국 서비스 시작…카카오M 유통 음원-무료 듣기 지원 無",1
695,2021.02.02,"펄펄 끓는 '맞춤형 건기식 시장', CJ도 도전장",1
696,2021.02.02,"음원 스트리밍 최강자 스포티파이, 국내 시장 파고들까",1
697,2021.02.02,"""총선 부정선거"" 미얀마 군부에…외교부 ""민주주의 열망 드러난 것""",1
698,2021.02.02,카카오맵 로드뷰로 기사회생한 순천 농주리 땅 소유주,1
699,2021.02.02,"GS수퍼마켓, 1시간내 빠른 배송 2주 간 237% 증가",1
700,2021.02.04,"'생방송 투데이' 정통 다크 초콜릿 카카오 방앗간, 깊은 맛의 비결은?",1
701,2021.02.04,사라지는 '실검'…카카오 이어 네이버도 전면 폐지(종합),1
702,2021.02.04,"영천시, 개인지방소득세…'카카오톡 채널 신고창구' 운영",1
703,2021.02.04,4·7 재보선 앞두고…네이버도 카카오도 '실검' 없다(종합),1
704,2021.02.04,"카카오게임즈, 가디스 오더 글로벌 퍼블리싱",1
705,2021.02.04,`주식 보너스`에 돈방석 앉은 카카오 직원들…SK텔레콤도 300억 쏜다 [이지효의 플러스 PICK],1
706,2021.02.04,네이버·카카오페이 지급결제 관리는 한은이…한은법 개정안 발의,1
707,2021.02.04,'카카오맵'으로 안심식당을 … 주간단위 업데이트,1
708,2021.02.04,네이버도 카카오 이어 ‘실검’ 전면 폐지,1
709,2021.02.04,카카오대리 불렀더니 만취 기사가 왔다,1
710,2021.02.04,인터넷 관련주 네이버·카카오·더존비즈온 일제히 하락,1
711,2021.02.04,"영천시, 개인지방소득세…'카카오톡 채널 신고창구' 운영",1
712,2021.02.04,"550만 발 묶인 카카오톡 지갑, 가입만 되고 삭제는 안 된다?",1
713,2021.02.04,"금융위, 네이버·카카오 보험판매 직접규제",1
714,2021.02.04,'IP 확보하고 제휴 맺고'... OTT판 흔드는 네이버·카카오의 힘,1
715,2021.02.04,"[e터뷰]""아무나 받지 않아요""…네이버·카카오 개발자들도 거쳐간 이곳",1
716,2021.02.04,카카오뱅크의 ‘중금리 대출’ 전략에 숨겨진 ‘순이자마진’,1
717,2021.02.04,"코스피, 외국인 순매수 상위 종목 톱...'LG화학-기아차-카카오'",1
718,2021.02.04,"[카카오톡 활용하기] 친구별로 다른 프로필 사진 설정하기, '멀티프로필'",1
719,2021.02.04,[생방송투데이 맛집] 백김치찌개(모미가 김치찌개)·활전복 떡국·LA갈비…다크 초콜릿 카카오,1
720,2021.02.04,[JOB리포트] 여성 취준생 선호 1위기업이 CJ제일제당서 카카오로 바뀐 까닭은,1
721,2021.02.04,'카카오택시 독주 막아라' 막강 SKT·우버 연합군 뜬다,1
722,2021.02.04,‘토스 vs 카카오페이’…증권업계 다크호스 격돌,1
723,2021.02.04,포브스 선정 ‘블록체인 50대 기업’에 카카오‧삼성 포함,1
724,2021.02.04,"카카오게임즈 '가디언 테일즈', 메인 챕터 월드 11 등장 예고",1
725,2021.02.04,카카오게임즈 오딘 '각종 정보 제공해 사전 기대감 끌어올려',1
726,2021.02.04,"주식회사 가치브라더, 카카오워크 공식파트너 선정",1
727,2021.02.04,"카카오게임즈 '엘리온, 베르세르크의 가츠가 떠오르는 '슬레이어' 개봉박두",1
728,2021.02.04,인터넷 K-뉴딜지수 하락 불구 관련주 안랩 급등...네이버·서진시스템·카카오·KG이니시스 하락,1
729,2021.02.04,카카오페이 '마이데이터' 중단 D-1…치고 나가는 네이버,1
730,2021.02.04,"보험사 선택폭 넓어진다...네이버파이낸셜, 카카오페이 등에서 보험 가입 가능해질 듯",1
731,2021.02.04,'여론 조작·광고 논란' 네이버 실시간 검색어 16년 만에 폐지(종합),1
732,2021.02.04,판교는 코로나 무풍지대…'네이버·카카오·넥슨·엔씨' 작년 고용 대폭 확대,1
733,2021.02.04,"[단독]서울시 ""김어준 7인 모임, 방역수칙 위반 맞다"" 회신",1
734,2021.02.04,"""잘못했다"" 반성문 300통 쓴 '그루밍 성범죄' 20대 2심도 중형",1
735,2021.02.04,[단독] 부동산 대책 또 유출…인터넷 카페·SNS서 공유,1
736,2021.02.04,"네이버 실시간 검색어, 오는 25일 폐지한다",1
737,2021.02.04,[시그널] '대어' SK바이오사이언스 심사 통과···3월 상장한다,1
738,2021.02.04,"오비맥주, 오비라거 '랄라베어 집콕 굿즈' 출시",1
739,2021.02.04,예·적금 몰리는 케이뱅크…시중은행 자금이탈과 대비,1
740,2021.02.04,영상통화로 절하고 페이로 세뱃돈…디지털 설 보내기 '팁',1
741,2021.02.04,[유통 단신] 이랜드 '설프라이즈' 프로모션 외,1
742,2021.02.04,"KB국민카드, 언택트 특화혜택 담은 비대면 채널 전용상품 출시",1
743,2021.02.04,"변이 확산에 3월 대유행 가능성...""대응 더 어려워질 수도""",1
744,2021.02.04,"대구교육청, IB월드스쿨 다품캠페인 퀴즈 이벤트 실시",1
745,2021.02.04,[단독] 오뚜기·빙그레의 '브랜드 동맹' ...꽃게랑면 출시한다,1
746,2021.02.04,"뚜레쥬르, 밸런타인 시즌 제품 출시…배우 김호영과 라방",1
747,2021.02.04,주간 사용자만 이미 200만명…'인싸'들 열광하는 SNS 뭐길래,1
748,2021.02.04,"한국타이어, '카트라이더'와 제휴 마케팅…스페셜 카트 출시",1
749,2021.02.04,"코스피, 기관·외국인 매도에 3,100선 아래로(종합)",1
750,2021.02.05,"카카오, OECD에 모바일 신분증 ‘카톡지갑’ 알렸다",1
751,2021.02.05,"[단독] ""콜하면 카카오택시 먼저""…공정위 현장 조사",1
752,2021.02.05,"카카오, OECD에 '카카오워크·카톡 지갑·인증서' 소개",1
753,2021.02.05,"카카오뱅크, 5개월 연속 인기 비상장 주식 '톱3' 차지",1
754,2021.02.05,카카오VX 프렌즈로 '인플루엔서' 등극 기회 팡팡,1
755,2021.02.05,설연휴는 카카오게임즈와 함께 해요~,1
756,2021.02.05,"[게임소식] 카카오게임즈, ‘테라 클래식’ 신규 던전 업데이트 외",1
757,2021.02.05,"카카오T, 네이버 지도로 '기차표 예매' 하는 법",1
758,2021.02.05,"남원시, 민원상담 카카오톡 채널 운영",1
759,2021.02.05,"서울사이버대, 올해 상반기 2차 카카오톡 온라인 입학설명회",1
760,2021.02.05,"네이버·카카오, ‘조작 논란’ 탈출...‘실검 시대’ 폐막",1
761,2021.02.05,[IPO 대박 노리는 게임업계] `카카오게임즈` 보다 더 센놈들이 온다,1
762,2021.02.05,인터넷 관련주 네이버 상승...BBIG 뉴딜지수 상승속 더존비즈온·카카오 보합,1
763,2021.02.05,"카카오TV '도시남녀의 사랑법' 지창욱X김지원, 아슬아슬한 초밀착 재회",1
764,2021.02.05,"카카오대리 불렀더니 만취 기사…""의사소통도 안 돼""",1
765,2021.02.05,"'전국5G맛집' 갤럭시S21, 노트20 시세 공개 및 카카오키즈폰, ZEM키즈폰 특가 좌표 공유",1
766,2021.02.05,취준생 상반기 취업목표 1위 기업에 2년 연속 '카카오' 꼽혀,1
767,2021.02.05,알아두면 완전 편한 '카카오톡 실험실'에 숨겨진 신기능 4,1
768,2021.02.05,"남성 화장품 브랜드 UFC 액티브스킨케어, ‘카카오톡 선물하기' 프로모션 진행",1
769,2021.02.05,"넵튠, 최대주주 카카오게임즈 외 9인으로 변경…지분 52.13%",1
770,2021.02.05,"제2의 '스위트홈' 노린다…KT ·카카오 ·키이스트, K콘텐츠 제작 가속화",1
771,2021.02.05,[스톡+ 데일리 픽] 오늘(5일)의 추천주는 키이스트·카카오,1
772,2021.02.05,"스파오, 설프라이즈... 카카오톡 플러스친구 세뱃돈 ",1
773,2021.02.05,"네이버·카카오 지급결제 누가 감독?…금융위·한은, ‘입법 대리전’ 가열",1
774,2021.02.05,"굽네, 설날 맞이 머지포인트·티몬·요기요·카카오톡 할인행사 진행",1
775,2021.02.05,빅테크 첫 후불결제 주인공은 네이버...또 뒤처진 카카오,1
776,2021.02.05,네이버·카카오톡에서 자동차세 내는 법,1
777,2021.02.05,"카카오페이, 마이데이터 서비스 중단…재개될까",1
778,2021.02.05,"카카오페이, 시스템 점검…전체 서비스 이용 제한 돼",1
779,2021.02.05,'자가제빵 선명희피자' 카카오톡 기프티콘 출시,1
780,2021.02.05,"[뉴투분석] 카카오·케이뱅크의 역선택, 은행권 가계대출 문턱 높이는데 ‘개인사업자 대출’ 출시",1
781,2021.02.05,"SM마켓, 카카오프렌즈폰4 요금지원…갤럭시A21S ZEM 어린이키즈폰 특별할인",1
782,2021.02.05,"[Invest]CJ ENM 합병 따라가는 카카오엔터, 김성수 대표 역할은 어디까지?",1
783,2021.02.05,인터넷 관련주 아프리카TV 급등...뉴딜지수 상승속 안랩 급락 네이버·카카오 보합,1
784,2021.02.05,'신생아 육아템 할인 받자'...아기 화장품 아토오겔 카카오톡 추가 쿠폰 이벤트,1
785,2021.02.05,"네이버·카카오 등 온라인 플랫폼법 진통…""시장 큰다고 막으려만 하나, 신설 필요성 없어""",1
786,2021.02.05,"[주간추천종목] 하나금투, 카카오‧DGB금융지주‧덕산네오룩스",1
787,2021.02.05,"""사생활 보호"" vs ""일탈 행위 조장""... '카카오톡 멀티프로필' 찬반논란",1
788,2021.02.05,'인터넷은행 3호' 토스뱅크 본인가 신청,1
789,2021.02.05,"""엄마 나 액정이 깨졌는데""…가족사칭 피싱 주의하세요",1
790,2021.02.05,'코로나19 장기화로 우울' 전국민 심리지원 강화,1
791,2021.02.05,"인터넷은행 삼국지 시대 열린다…토스뱅크, 본인가 신청(종합)",1
792,2021.02.05,"아역배우 출신 승마선수 협박 카톡보니…""나체영상 1억"" 요구",1
793,2021.02.05,"“몰카, 맛보기만 보여줄게” 아역배우 출신 승마선수 카톡",1
794,2021.02.05,"국내증시 '오름세'…코스피, 외인·기관 '매수'",1
795,2021.02.05,"식품업계, 밸런타인데이 겨냥 제품 출시 '봇물'",1
796,2021.02.05,코스피200·코스닥150 대형주중 공매도 잔고 '제로' 종목은?,1
797,2021.02.05,"유안타증권 당기순이익 1,050억 원...사명 변경 이후 최대",1
798,2021.02.05,이번에도 또… 부동산 자료 사전 유출 논란,1
799,2021.02.05,"코스피, 기관·외국인 매수로 3,100선 회복(종합)",1
800,2021.02.08,"카카오 김범수 ""재산 절반 이상 기부…공식 서약할 것""(종합)",1
801,2021.02.08,"김범수 카카오 ""재산 절반 이상 기부하겠다""",1
802,2021.02.08,카카오 김범수 “재산 절반 이상 기부”,1
803,2021.02.08,"카카오 김범수, 재산 절반 '5조' 기부 선언 배경은? [종합]",1
804,2021.02.08,"카카오, 전 직원에 455만원 자사주 쏜다…IT기업 보너스 잔치",1
805,2021.02.08,"""재산 절반 기부하겠다""…'카카오' 김범수, 통 큰 기부?",1
806,2021.02.08,"'기부왕' 카카오 김범수 ""재산 절반 이상 기부하겠다""(종합)",1
807,2021.02.08,"""성과 공유"" 카카오, 임직원에 '120억 원' 자사주 쏜다",1
808,2021.02.08,"카카오게임즈, 지난해 최대 매출·영업익…""글로벌 게임사로 부상""(종합)",1
809,2021.02.08,"카카오 김범수 의장 ""재산 절반 이상 기부할 것""",1
810,2021.02.08,실적 잭팟·재산 기부… '카카오 주가' 웃었다,1
811,2021.02.08,"최대 실적 카카오게임즈 ""신작 공세로 호실적 이어간다""",1
812,2021.02.08,"카카오, 임직원에 455만원치 자사주 보너스 지급",1
813,2021.02.08,김범수 카카오 의장 재산만 ‘약 10조원’…절반이면 500대 기업 1년 기부금보다 많다 [IT선빵!],1
814,2021.02.08,"카카오, 임직원 대상 455만원 상당 자사주 상여금 지급",1
815,2021.02.08,"카카오톡 선물하기, 비비안웨스트우드 공식 입점",1
816,2021.02.08,"달콤한 라방…카카오쇼핑라이브, 페레로 로쉐와 라이브 커머스",1
817,2021.02.08,"""성장 과실 나누자""... 카카오, 전 직원에 455만원씩 자사주 상여금 지급",1
818,2021.02.08,"카카오 김범수 ""재산 절반 기부할 것""...약 5조원 달해",1
819,2021.02.08,"카카오 김범수 의장, 재산 절반 기부...이익공유제 모범 될까",1
820,2021.02.08,"김범수 카카오 의장, 사회 문제 해결에 재산 절반 이상 기부",1
821,2021.02.08,"카카오T 가맹택시 특혜?…""자동배차로 불가능""",1
822,2021.02.08,"카카오 김범수, 재산의 절반 5조 이상 기부 선언 ""사회 문제 해결 위해""",1
823,2021.02.08,[관점뉴스] 카카오 김범수 의장이 '한국판 빌 & 멀린다 게이츠 재단' 만드나,1
824,2021.02.08,"김범수 카카오 의장 ""앞으로 재산 절반 이상 기부로 사회문제 해결할 것""",1
825,2021.02.08,"카카오, 임직원에 총 119억원 규모 '주식 보너스' 쏜다",1
826,2021.02.08,"""기부액만 5조?"" 승계논란 뿌리친 카카오 김범수, 소셜임팩트 '속도'",1
827,2021.02.08,"카카오,임직원에 '보너스자사주' 10주씩 지급…455만원 상당",1
828,2021.02.08,"'단칸방 성공신화' 카카오 김범수 ""재산 절반 이상 기부…공식 서약할 것""",1
829,2021.02.08,"[컨콜]카카오게임즈 ""영원회귀, 최대 동시 접속자수 5만명 이상""",1
830,2021.02.08,카카오 김범수 의장 “재산 절반 이상 기부하겠다”…최소 5조원 추정,1
831,2021.02.08,카카오게임즈 작년 영업이익 666억원…전년 대비 90.1% 증가,1
832,2021.02.08,카카오엔터프라이즈와 특허청 기술 협약 체결,1
833,2021.02.08,"“한국판 빌게이츠 재단 나올까”... 김범수 카카오 의장, 재산 절반 기부",1
834,2021.02.08,‘째째한 성과급’ 논란이지만…‘통큰 보너스’ 결정한 네이버·카카오,1
835,2021.02.08,"카카오쇼핑라이브, 9일 페레로 로쉐, 라이브 커머스 진행",1
836,2021.02.08,[2보] 카카오 김범수 의장 “재산 절반 이상 기부하겠다”,1
837,2021.02.08,"카카오페이지, 5개국에 웹툰 '승리호' 연재 시작",1
838,2021.02.08,"신한금융투자, 카카오톡 선물하기 스탁콘 '1+1 이벤트' 진행",1
839,2021.02.08,"김범수 카카오 의장 ""재산 절반 이상 기부하겠다""",1
840,2021.02.08,"카카오게임즈, 올해 '오딘' 등 10개작 쏟아낸다",1
841,2021.02.08,"카카오엔터프라이즈-특허청 기술 협약 체결, 인공지능 활용해 공공 서비스 혁신 나선다",1
842,2021.02.08,"김범수 카카오 의장 ""재산 절반 이상 기부할 것""",1
843,2021.02.08,"카카오게임즈, 지난해 영업이익 666억 '역대 최대'",1
844,2021.02.08,"카카오M, 대박집 옆집 찾아가는 '맛집의 옆집' 첫 공개… 이틀만에 230만뷰 기록",1
845,2021.02.08,"'역대 최대 실적' 카카오게임즈, 하락장 속 나홀로 강세",1
846,2021.02.08,카카오게임즈 올해 성장 관건은 신작+업데이트,1
847,2021.02.08,김범수 카카오 의장 ˝재산 절반 이상 기부˝,1
848,2021.02.08,카카오페이지 '승리호' 날았다…웹툰도 글로벌 겨냥,1
849,2021.02.08,"카카오 김범수 의장, ""전 재산 10조원의 절반 사회에 내놓겠다""...사회문제 해결 위한 기부 의사",1
850,2021.02.09,"연 매출 4조원 시대 연 카카오…""ESG 경영 본격화""(종합)",1
851,2021.02.09,"카카오 ""김범수 재산 기부, 더 나은 사회·환경 만드는 밑거름""(종합)",1
852,2021.02.09,"'비대면 수혜' 카카오, 연매출 '4조 시대' 열었다 [종합]",1
853,2021.02.09,"[종합] 카카오, 톡비즈 날개 달고 영업익 4560억",1
854,2021.02.09,"카카오, 연매출 4조 시대…이익 2배 뛰었다",1
855,2021.02.09,"파리바게뜨, 카카오쇼핑라이브 진행",1
856,2021.02.09,"카카오, 지난해 매출 4조1567억원…역대 최대 실적(상보)",1
857,2021.02.09,"[카카오 컨콜] “김범수 재산 50% 기부, ESG 선진 경영”",1
858,2021.02.09,"카카오 ""마이데이터 허가 지연, 소통 문제일 뿐…하반기 출시 목표""",1
859,2021.02.09,"착오 송금, 토스·카카오페이 잘못 보낸 돈도 예보가 반환 지원",1
860,2021.02.09,"최대 실적 카카오, 직원에겐 주식 보상.. 의장은 5조 기부",1
861,2021.02.09,"""카카오 김범수는 클라스가 다른 기부""…재계 '기부왕' 또 있나",1
862,2021.02.09,카카오 김범수 10조 재산 절반 '통 큰 기부'... 환원 배경은,1
863,2021.02.09,"""카카오 김범수 기부금, 삼성전자 기부금 대비 17.5배 많아""",1
864,2021.02.09,"[컨콜]카카오 여민수 ""김범수 기부, 선진 기업경영 여는 촉매제될 것""",1
865,2021.02.09,카카오 지난해 매출 4조 넘었다...역대 최대 실적,1
866,2021.02.09,연매출 ‘4조 클럽’ 가입한 카카오…IPO로 몸집 더 키운다,1
867,2021.02.09,"토스·카카오페이로 잘못 보낸 돈, 이젠 예보가 돌려준다",1
868,2021.02.09,"카카오·네이버, 자사주 성과급… ‘뭇매’ SK하이닉스와는 다른 행보",1
869,2021.02.09,"[컨콜]""카카오모빌리티 가입자 2800만명… 카카오T 블루 1만6000대 확대""",1
870,2021.02.09,"[단독] 구현모 KT 대표 ""네이버·카카오도 이길 자신 있다""",1
871,2021.02.09,"김대홍 카카오證 대표 ""플랫폼 통해 투자 일상화···10개월만에 320만 고객 만들었죠""",1
872,2021.02.09,[그래픽] 카카오 실적 추이,1
873,2021.02.09,사회초년생·주부도 네이버·카카오 '후불결제' 한다,1
874,2021.02.09,[카카오 컨콜] 카톡지갑 출시 50일 만에 700만 달성,1
875,2021.02.09,카카오 영업익 121% 늘어…작년 매출은 4조 1567억,1
876,2021.02.09,보험사 라이센스 규제 풀고 네이버·카카오 대리점 진입 허용,1
877,2021.02.09,[설왕설래] 카카오 창업자의 기부,1
878,2021.02.09,"[속보] 카카오, 작년 매출 4조1567억·영업익 4560억…역대 최대",1
879,2021.02.09,[카카오 컨콜] 카카오페이 4Q 거래액 19.9조원 달성,1
880,2021.02.09,"카카오證 올 하반기 MTS 출시...""증시 활황 계속되려면 장기 적립투자 시스템 필요""",1
881,2021.02.09,"카카오, 작년 영업익 4560억원 '사상최대'…전년비 120.5%↑",1
882,2021.02.09,[카카오 컨콜] 카톡 광고 비즈보드 日평균 10억 매출,1
883,2021.02.09,"카카오 내수용 벗어났다 ... 주주 다양화 ""한국 68%, 미국·유럽도 18%""",1
884,2021.02.09,"카카오, 작년 매출 4조1,567억·영업익 4,560억 사상 최대",1
885,2021.02.09,"사상 첫 매출 4조 카카오 ""카톡에 비즈니스 역량 모은다""",1
886,2021.02.09,"카카오, 2020년 연간실적 공개…매출 4조1567억, 영업익 4560억원",1
887,2021.02.09,"카카오, '톡비즈' 성장이 톡톡...연매출 4조 시대 열었다",1
888,2021.02.09,"코로나 특수? 카카오, 지난해 매출 4조1567억원 기록",1
889,2021.02.09,"[빅데이터MSI]시장심리 톱5, CJ·카카오·엔씨소프트·한국조선해양·LG",1
890,2021.02.09,"카카오 김범수 기부금 5조원, 어디에 쓰일까",1
891,2021.02.09,할리스-카카오페이 ‘레드데이’ 프로모션,1
892,2021.02.09,[1보] 카카오 작년 매출 4조1천567억·영업익 4천560억…사상 최대,1
893,2021.02.09,"카카오, 2020년 연간 실적…연결 매출 4조1,567억원, 영업이익 4,560억원",1
894,2021.02.09,"파리바게뜨, 설렌타인데이 맞아 '카카오쇼핑라이브' 진행",1
895,2021.02.09,"카카오, 매출 4조-영업익 4천억 돌파...'카톡 선물하기' 효자",1
896,2021.02.09,"카카오X페레로로쉐, 9일 오전 11시부터 라이브 커머스",1
897,2021.02.09,"[Invest]카카오, 지난해 '역대 최대' 실적…매출 4조 돌파",1
898,2021.02.09,"""연매출 4조 시대"" 돈 잘 버는 카카오…지난해 사상 최대 실적(상보)",1
899,2021.02.09,"[컨콜] ""카카오T블루, 1만6000대까지 확대""",1
900,2021.02.10,"공정위, 우버·티맵 합작사 승인... ""1위 카카오T에 경쟁압력 높아져”",1
901,2021.02.10,[IT돋보기] 우버·티맵 '모빌리티 공룡' 출격…카카오와 한판승부,1
902,2021.02.10,"[STOCK] 카카오 올 매출 5.4조 전망… ""의미있는 성장 기대""",1
903,2021.02.10,"[단독]카카오, 이르면 내주 1기 ‘혁신가’ 선발",1
904,2021.02.10,“아직도 싸다”...카카오 목표주가 줄상향,1
905,2021.02.10,"카카오, 올해도 성장 본능 멈추지 않는다…목표가↑-키움",1
906,2021.02.10,"카카오페이지, 설연휴 맞아 웹툰 '나 혼자만 레벨업' 50화 무료 제공",1
907,2021.02.10,"카카오톡 선물하기, 발런타인데이 기획전 진행",1
908,2021.02.10,카카오·네이버 자산 순위 급등...코로나19로 재계 지형도 '요동',1
909,2021.02.10,"하이투자 ""카카오, 가파른 매출 성장세 주목…목표가↑""",1
910,2021.02.10,[산업 막전막후] 카카오 콜 몰아주기 논란…공정위 조사 나섰다,1
911,2021.02.10,"하이투자 ""카카오, 가파른 매출 성장세 주목…목표가↑""",1
912,2021.02.10,'앗! 실수' 토스·카카오페이 착오송금 예보가 돌려준다,1
913,2021.02.10,"[빅데이터MSI]시장심리 톱5, 카카오·SK·현대제철·이마트·KT",1
914,2021.02.10,주당 50만원 다가선 카카오…사상 최고가 새로 썼다(종합),1
915,2021.02.10,[특징주] '거침없는' 카카오 급등…신고가 경신,1
916,2021.02.10,"[특징주] 매출 4조 카카오, 장초반 상승세",1
917,2021.02.10,"""카카오 김범수 기부금, 삼성전자 기부금 대비 17.5배 많아""(종합)",1
918,2021.02.10,"신영證 ""카카오, 카카오엔터 3월 출범 기대...목표주가 55만원""",1
919,2021.02.10,"증권가, '호실적' 카카오 목표주가 줄상향…최대 63만원",1
920,2021.02.10,"""카카오 본업·핵심 신사업 실적 개선 구간... 목표주가 상향""",1
921,2021.02.10,[씨레라] ‘기부왕’ 카카오 김범수·‘깜짝 승진’ 효성 3남 조현상·‘조카의 난’ 금호 박철완,1
922,2021.02.10,[코스피 마감]외국인 매수에 '3100선'…카카오·네이버 상승 주도,1
923,2021.02.10,첫 4조 연매출 카카오 “IPO로 성장 가속도”,1
924,2021.02.10,언택트 특수 누린 카카오… 연 매출 4조 시대 열었다,1
925,2021.02.10,"지아, 카카오M 음악 레이블 플렉스엠 전속 계약",1
926,2021.02.10,"[특징주]카카오, 어닝 서프라이즈…외인 순매수 ‘강세’",1
927,2021.02.10,"카카오 '배틀그라운드', 100% 혜택 지급 설 이벤트 오픈",1
928,2021.02.10,"'옵션 만기일' 코스피, 연휴 앞두고 혼조세…카카오 신고가",1
929,2021.02.10,[특징주]지난해 역대 최대 실적에 카카오·네이버 강세,1
930,2021.02.10,카카오페이지 '나 혼자만 레벨업' 퀴즈 정답 공개 'OOO',1
931,2021.02.10,"카카오, '매출 4조 돌파'에 6%대 급등",1
932,2021.02.10,"카카오, 무서운 성장세… 톡비즈로 하루 10억 벌었다",1
933,2021.02.10,"""카카오엔터 IPO, 빅히트 시총 이상 기대"" -미래에셋대우",1
934,2021.02.10,"[주식] 카카오, 외국인도 놀란 실적에 +6% 급등",1
935,2021.02.10,"카카오게임즈, 가디언 테일즈 신규 영웅 ‘미래 기사’ 업데이트",1
936,2021.02.10,"[특징주] 카카오, 지난해 4분기 호실적에 2%대↑",1
937,2021.02.10,"카카오엔터프라이즈·특허청, AI 활용한 공공 서비스 혁신 기술협약 체결",1
938,2021.02.10,"[뉴스후]네이버-카카오-엔씨, 창업자 '카리스마' 사라지면 '국민기업' 되나",1
939,2021.02.10,"실검 폐지 1년 카카오, '유사 실검' 서비스는 지속",1
940,2021.02.10,카카오게임즈 PC MMORPG ‘엘리온’ 설 이벤트 오픈,1
941,2021.02.10,"[특징주] ""카카오, 4Q20 실적 시장 기대치 부합""",1
942,2021.02.10,카카오 김범수 5조원대 기부 약속…'경영승계' 논란 등 배경 두고 설왕설래,1
943,2021.02.10,카카오 창업자 김범수 회장이 던지는 기쁜 소식,1
944,2021.02.10,"코스피, 장중 상승 전환…카카오 신고가 경신",1
945,2021.02.10,"카카오 목표주가 상향, ""금융과 모빌리티 흑자전환 가능성 높아져""",1
